,bill_id,status,state,state_id,bill_number,bill_type,bill_type_id,body,body_id,current_body,current_body_id,title,description
1588,1739420,1,MA,21,H3473,B,1,H,51,H,51,Establishing the Blue Star Family license plate,Relative to establishing the Blue Star Family license plate in honor of police officers killed in the line of duty. Transportation.
1589,1880134,1,MA,21,H4669,B,1,H,51,H,51,Similar Bills,Similar Bills
1590,1753966,1,MA,21,H3721,B,1,H,51,H,51,Amending Chapter 230 of the Acts of 1954,That the city of Lowell be authorized to fill vacancies in certain elective bodies in said city. Election Laws. [Local Approval Received.]
1591,1736246,1,MA,21,S2125,B,1,S,52,S,52,Reducing administrative burden for government and industry,"For legislation to reduce administrative burden for government and industry. Telecommunications, Utilities and Energy."
1592,1733985,1,MA,21,S269,B,1,S,52,S,52,To prevent discrimination in interscholastic athletic and extracurricular activities,For legislation to prevent discrimination in interscholastic athletic and extracurricular activities. Education.
1593,1737104,1,MA,21,S1305,B,1,S,52,S,52,"To study establishment of, and definition of, a Middlesex Regional Commission","For legislation to study establishment of, and definition of, a Middlesex Regional Commission. Municipalities and Regional Government."
1594,1740296,1,MA,21,H3276,B,1,H,51,H,51,To build future-forward parking structures to promote EV equity and walkable downtowns,"For legislation to establish a program for the construction, reconstruction, and renovation of municipal parking facilities to provide electric vehicle charging stations. Transportation."
1595,1740413,1,MA,21,H3027,B,1,H,51,H,51,Resolve establishing a study of public safety & security facilities,"By Representative Farley-Bouvier of Pittsfield and Senator Mark, a joint petition of Tricia Farley-Bouvier, Paul W. Mark and others for an investigation by the Division of Capital Asset Management and Maintenance of the ability to pay for costs associated public safety and security facilities in certain cities. State Administration and Regulatory Oversight."
1596,1738491,1,MA,21,H842,B,1,H,51,H,51,Establishing a flood mitigation and preparedness program,For legislation to establish a flood mitigation and preparedness program. Environment and Natural Resources.
1597,1739422,1,MA,21,H2592,B,1,H,51,H,51,Establishing retirement parity for long term public defenders,For legislation to establish retirement parity for long term public defenders. Public Service.
1598,1735953,1,MA,21,S1225,B,1,S,52,S,52,Relative to clarifying legislative intent regarding the non-competition law,For legislation relative to clarifying legislative intent regarding the non-competition law. Labor and Workforce Development.
1599,1735606,1,MA,21,S1669,B,1,S,52,S,52,Relative to employees of the Commonwealth who are required to respond to crime scenes,For legislation to include forensic scientists employed at the Massachusetts State Police Crime Laboratory in Group 2 of the contributory retirement system for public employees. Public Service.
1600,1750750,1,MA,21,H3696,B,1,H,51,H,51,Relative to clean energy resources,"Relative to clean energy resources. Telecommunications, Utilities and Energy."
1601,1781794,1,MA,21,S2488,B,1,S,52,S,52,Updating and decreasing carbon emissions,"For legislation to update and decrease a carbon emissions limit that achieves at least net zero statewide greenhouse gas emissions. Telecommunications, Utilities and Energy."
1602,1740981,1,MA,21,H3194,B,1,H,51,H,51,To ensure safety and transparency in pipeline repair,"Relative to the use of contractors for repairing or performing work on public utility infrastructure. Telecommunications, Utilities and Energy."
1603,1742601,1,MA,21,H3100,B,1,H,51,H,51,Designating the Charleston Chew as the official candy of the Commonwealth,Relative to designating the Charleston Chew as the official candy of the Commonwealth. State Administration and Regulatory Oversight.
1604,1742128,1,MA,21,H2800,B,1,H,51,H,51,Relative to vehicle registration fees and sales tax for disabled veterans,Relative to vehicle registration fees and sales taxes for disabled veterans. Revenue.
1605,1893087,3,MA,21,S2986,B,1,S,52,S,52,"Establishing a sick leave bank for Kate Sout-Sorm, an employee of the department of transitional assistance","For legislation to establish a sick leave bank for Kate Sout-Sorm, an employee of the department of transitional assistance. Public Service."
1606,1885166,4,MA,21,S2901,B,1,S,52,H,51,Authorizing the release of certain parcels of land in the town of Raynham from certain agricultural preservation restrictions and certain recreational use restrictions,Authorizing the release of certain parcels of land in the town of Raynham from certain agricultural preservation restrictions and certain recreational use restrictions
1607,1881239,1,MA,21,H4694,B,1,H,51,H,51,Study Order,"Relative to industrial development, housing production, flood control funds and other related matters."
1608,1741014,1,MA,21,H2762,B,1,H,51,H,51,To increase family stabilization through the earned income tax credit,Relative to the earned income tax credit. Revenue.
1609,1736793,1,MA,21,S2091,B,1,S,52,S,52,Reforming energy system planning for equity and climate transformation,"For legislation to reform energy system planning for equity and climate transformation. Telecommunications, Utilities and Energy."
1610,1740857,1,MA,21,H1644,B,1,H,51,H,51,Regarding testimony after grant of immunity to a witness,Relative to testimony after grant of immunity to witnesses. The Judiciary.
1611,1736868,1,MA,21,S585,B,1,S,52,S,52,To protect coastal resources,For legislation to protect coastal resources. Environment and Natural Resources.
1612,1738642,1,MA,21,H2009,B,1,H,51,H,51,Advancing public health and safety using fentanyl testing strips,"By Representative Pignatelli of Lenox, a petition of Smitty Pignatelli and others that the Executive Office of Health and Human Services develop a pilot program to implement and study the use of fentanyl testing strips by individuals addicted to opioids and other substances. Mental Health, Substance Use and Recovery."
1613,1735781,1,MA,21,S2358,B,1,S,52,S,52,Promoting equality in veterans' bonus eligibility,For legislation to promote equality in veterans' bonus eligibility. Veterans and Federal Affairs.
1614,1739784,1,MA,21,H3537,B,1,H,51,H,51,"Relative to the military family advocacy program, domestic violence and child abuse and neglect","Relative to the military family advocacy program, domestic violence and child abuse and neglect. Veterans and Federal Affairs."
1615,1738904,1,MA,21,H174,B,1,H,51,H,51,Updating terminology and investigative practices related to the protection of persons with disabilities,"Relative to updating terminology and investigative practices related to the protection of persons with disabilities. Children, Families and Persons with Disabilities."
1616,1738471,1,MA,21,H1231,B,1,H,51,H,51,To promote an enhanced care worker minimum wage,Relative to increasing the rates of payment for certain social service programs to promote an enhanced care worker minimum wage. Health Care Financing.
1617,1737299,1,MA,21,S356,B,1,S,52,S,52,Relative to conducting a study on the delivery of special education services,For legislation relative to conduct a study on the delivery of special education services. Education.
1618,1852907,4,MA,21,S2690,B,1,S,52,S,52,Authorizing the town of Rochester to continue the employment of Scott Weigel,For legislation to authorize the town of Rochester to continue the employment of Scott Weigel. Public Service. [Local Approval Received.]
1619,1741319,1,MA,21,H2573,B,1,H,51,H,51,Designating Aerial Foresters of the Massachusetts Department of Conservation and Recreation to be in Group 2 of the contributory retirement system,For legislation to place aerial foresters of the Department of Conservation and Recreation in Group 2 of the contributory retirement system. Public Service.
1620,1883303,1,MA,21,H4791,B,1,H,51,H,51,Relative to municipal tax lien procedures and protections for property owners in the Commonwealth,Relative to municipal tax lien procedures and protections for property owners in the Commonwealth
1621,1773106,1,MA,21,H3951,B,1,H,51,H,51,Authorizing the town of Richmond to continue the employment of Steven Traver as fire chief,That the town of Richmond be authorized to continue the employment of Steven Traver as fire chief. Public Service. [Local Approval Received.]
1622,1736451,1,MA,21,S782,B,1,S,52,S,52,Relative to Medicaid coverage for doula services,For legislation relative to Medicaid coverage for doula services. Health Care Financing.
1623,1884084,1,MA,21,H4763,B,1,H,51,H,51,Study Order,Relativerelative to higher education.
1624,1738482,1,MA,21,H190,B,1,H,51,H,51,Creating an electronic backpack for foster children’s educational records,"For legislation to authorize the Department of Children and Families to establish an electronic repository of foster youths educational records. Children, Families and Persons with Disabilities."
1625,1739787,1,MA,21,H2056,B,1,H,51,H,51,Further regulating siting of solid waste facilities,For legislation to further regulate the siting of solid waste facilities. Municipalities and Regional Government.
1626,1740345,1,MA,21,H2174,B,1,H,51,H,51,Relative to liability protection for disaster volunteers,Relative to liability protection for disaster volunteers. Public Health.
1627,1841007,1,MA,21,H4334,B,1,H,51,H,51,Similar Bills,Similar Bills
1628,1742385,1,MA,21,H2032,B,1,H,51,H,51,Extending the boundaries of the Adams Fire District,Relative to the boundaries of the Adams Fire District. Municipalities and Regional Government.
1629,1885323,3,MA,21,H4951,B,1,H,51,H,51,Authorizing Dante Perella to take the civil service examination for the position of police officer in the city of Haverhill notwithstanding the maximum age requirement,"For legislation to authorize Dante Perella to take the civil service examination for the position of police officer in the city of Haverhill, notwithstanding the maximum age requirement. Public Service. [Local Approval Received.]"
